Date,Patient_Inflow,Outpatients,Emergency_Cases,Bed_Occupancy_Rate,Staff_on_Duty,Daily_Revenue,Medicine_Expenses,Surgery_Count,Operating_Theater_Utilization,Patient_Satisfaction_Score
2023-03-06,126,56,31,70.76926197419307,59,25322.86308409121,13064.036172328395,16,70.0241428461883,4.894181334217038
2023-03-07,111,80,26,80.23743482878469,51,36350.80756690815,9592.398775969581,18,77.18481330940432,3.992517505764723
2023-03-08,116,67,33,81.40586856357571,50,49540.09218573525,5519.565775542684,21,53.04956871894258,3.7610354197397893
2023-03-09,124,81,21,81.96468342690702,53,48121.64199491357,12862.78199384033,15,60.98815260191568,3.326070673863182
2023-03-10,102,74,28,87.40517107681997,63,21295.21207391035,7013.637821359744,12,82.27861963535975,4.572411304522116
2023-03-11,114,72,34,86.00807640180635,50,24944.444471883115,7586.208348880387,16,68.38659481610645,4.468887864151183
2023-03-12,126,68,21,88.23715278380334,63,23951.863203636858,6647.063534322959,10,71.86308568129179,3.7687100770482695
2023-03-13,120,82,33,92.94649784626385,65,41779.39729955887,8302.150648714975,13,67.31264008837877,3.0503868279184587
2023-03-14,125,88,37,94.3895721614828,63,44533.55989570836,12567.51505688635,17,51.755997705720205,4.677994655436022
2023-03-15,126,65,30,91.54369228679484,69,26405.340989320157,10193.858595039374,17,56.62999119280624,3.022835966908147
2023-03-16,141,82,36,98.66571087864804,52,35175.58078855487,7048.812741507125,13,67.82166554967563,4.407399559258102
2023-03-17,115,78,33,70.54697748029085,52,45221.090840336,13778.30078152041,14,58.36741861631711,4.940514219452114
2023-03-18,139,74,26,75.87333957050639,58,41984.046342987516,13795.818549515292,21,51.99916114638715,3.875322656296407
2023-03-19,112,84,35,70.22688624934426,55,36267.11616475545,13705.784250460069,13,83.74598656207294,3.4699468099919057
2023-03-20,131,83,33,89.4242414246381,62,37710.430713763184,7387.9621138153925,13,89.24770116656464,4.409742020086764
2023-03-21,121,66,33,96.94091646849961,51,35250.8164074884,9512.39344180988,17,81.72571495986958,4.634256284031171
2023-03-22,103,73,32,77.30446889728898,57,28926.453539564616,14849.89656140875,13,84.15139686818668,4.092860632155695
2023-03-23,137,71,24,97.8110363438892,51,36950.659785770484,12720.124763099902,14,59.67908521268181,4.934070550512292
2023-03-24,115,65,37,71.80802170868682,53,40666.55906150272,5271.674212255598,21,88.42507902052799,3.1033374433159224
2023-03-25,127,78,36,98.03308080416542,64,46199.687475824234,5652.045912604921,10,57.87702817813714,4.0095911966090565
2023-03-26,135,67,27,80.54868061718904,53,39088.74061937744,9639.313768123327,17,88.05719241447329,4.4369078946451
2023-03-27,125,89,24,73.0426248534765,62,42833.64611129474,14092.202058615601,13,89.79277175863804,4.725280942298358
2023-03-28,108,70,36,84.57615277558978,61,24802.14904863719,10387.017979527143,14,78.46891222984195,3.3585112238155803
2023-03-29,123,96,32,77.70329703161524,62,33846.7242325937,9978.125080342903,17,89.24574927167288,4.600006963527363
2023-03-30,103,82,32,78.54618705885768,63,20279.9485948128,6054.736999566306,13,72.78159118268414,4.10541415143709
2023-03-31,121,88,35,79.2186989477886,69,27400.36593564869,11567.801047242941,17,60.38167132704361,3.793107363979926
2023-04-01,125,75,34,94.0907769349799,67,41793.85145339015,13221.031606002254,15,67.47983542662483,3.263430057158187
2023-04-02,127,80,44,86.17483830025763,55,49754.2985404809,8804.200075075623,14,73.74243741515144,4.730591517817825
2023-04-03,114,67,22,79.3392309746801,60,22975.342987616477,12756.118509253276,10,52.9232624810806,3.3145464163594305
2023-04-04,125,74,33,88.31001349932755,51,32044.829475838647,14644.766539008117,18,74.89373058468985,3.6195757184181985
2023-04-05,125,69,27,91.4845202266958,68,44002.12906097478,7037.664591276891,13,89.24711347049178,3.5800910639248738
2023-04-06,103,81,20,78.17872002200602,68,26121.069038866965,10233.296311947413,16,57.60430599134911,4.742828068381709
2023-04-07,112,76,27,82.40647304576055,54,36652.54847906859,7871.379580845755,25,81.70380465153534,4.345405988417796
2023-04-08,136,75,34,73.65658280010842,68,41992.13888089024,12928.544190338394,14,86.31595175118477,4.593362794382744
2023-04-09,130,73,34,75.43448048604041,51,38479.563507805375,10775.933658811575,15,87.74806371280883,3.500935797584998
2023-04-10,122,87,30,90.43353561894949,59,25640.742038462486,11345.824175503038,16,88.40542417621789,4.249748199213998
2023-04-11,109,79,33,75.44315043086881,51,30661.537060572184,12979.141596158941,14,70.85838554885888,4.143491966287497
2023-04-12,113,76,29,85.7549015100118,60,43513.75353456192,8959.70472662455,12,89.09231631966014,4.665660753576542
2023-04-13,125,68,24,91.27138785167298,67,36626.7954239605,14150.900684070431,7,80.29240828537755,4.812174120962521
2023-04-14,138,98,33,73.20630769284232,64,20156.88840628738,10330.2886724614,16,56.466857449478475,3.024313542954774
2023-04-15,118,63,21,87.01936658886711,58,42829.722800842814,6579.54822835348,16,69.0760042587188,4.348039838117585
2023-04-16,113,82,32,77.69688351104091,68,21059.340648207173,11958.991181688025,14,78.73324701488016,3.1036715982394583
2023-04-17,133,69,42,98.8878062571274,58,42372.01348193696,12932.613504382545,15,59.893612632763336,4.097717330154712
2023-04-18,108,71,29,84.50636940159774,52,26074.416804957124,8167.616770675267,16,75.6246073419555,3.5752654580873564
2023-04-19,141,70,29,94.17977649325474,58,48742.2044035814,13571.79256998753,16,76.66401916186477,3.6135531990442824
2023-04-20,122,84,28,86.50679626468785,63,31038.22253906253,14061.432547657663,14,56.50798975234264,3.705917006904713
2023-04-21,106,76,38,71.30237598564457,68,29807.94849014237,7769.04487377809,15,72.60341249811026,4.242584898099221
2023-04-22,135,77,25,88.99454126782067,56,24466.641509973342,14835.21472715222,21,80.8650764391443,3.6680999313375384
2023-04-23,126,78,32,98.54210026619971,65,29168.126464706445,6407.115280487584,15,69.95582658143768,4.465398101180561
2023-04-24,115,79,37,88.04835460438994,65,46299.522854846015,7020.1566840249,10,50.4841246710443,3.809054771147739
2023-04-25,131,87,46,94.57566578280371,50,49890.03012881742,6842.248392380261,10,50.36153876317169,3.136706400619917
2023-04-26,120,77,37,96.52619390045223,53,31049.28591520545,13939.897100078704,23,64.28117375880049,4.5675196849682145
2023-04-27,130,94,34,76.84239315846797,53,33458.318928636276,11542.925523249618,15,87.04776273727128,3.571516649185412
2023-04-28,127,83,23,76.3613451972468,56,41662.12814608211,6521.042832222729,16,59.14707118414435,3.8655337591985255
2023-04-29,136,69,39,88.32942966552974,57,46585.873413952235,9403.23418368349,12,75.37454755486749,4.370887766443803
2023-04-30,116,83,35,82.33085409420114,66,37791.33002560353,11152.98025069802,18,58.88303482773282,3.664912314297424
2023-05-01,122,93,22,95.19583908600161,54,31745.77094533488,5834.640849893833,15,62.866799586381944,3.1131713122934315
2023-05-02,119,69,33,97.00069370194034,56,32378.655225458715,13824.163684073388,16,83.92168358405937,3.747842094025627
2023-05-03,113,73,25,80.60264137908155,69,40868.54439490421,13036.035354415351,19,79.15445769079787,4.888897165388607
2023-05-04,86,87,19,77.10611676923446,69,20096.54790812836,10052.067735766383,11,53.81597109252843,4.283468794597116
2023-05-05,132,76,26,93.41576545731586,53,38587.68012379522,14671.266152591705,20,67.14808083945735,4.342958297334414
2023-05-06,105,67,27,78.24418106644409,55,30664.790313240723,9177.609792750998,14,51.16679054581058,4.26456430727528
2023-05-07,129,68,28,94.67842955541035,56,43825.91993831252,14841.103190364978,17,69.23560586412036,3.397984277918874
2023-05-08,124,88,32,82.71214760946289,67,22789.719194693964,11679.199988036271,17,76.49736046804273,3.83666772820456
2023-05-09,96,72,33,90.02649697874412,54,37646.068008451715,11346.712732539414,12,54.74010494392606,4.501879596726637
2023-05-10,121,86,35,72.86605941504004,69,34429.18669658371,6659.54895295785,19,61.55539755636663,3.2027457951063183
2023-05-11,120,85,30,88.7157797402972,52,39269.76577715682,13819.27758304644,17,65.91346502008628,3.5557055521794245
2023-05-12,130,73,23,83.55303036211687,56,21945.607834489052,9274.896879206151,12,86.78124098624198,3.5526382169317072
2023-05-13,118,71,32,87.59825389526422,63,37399.51362284394,6622.3340578247935,18,89.73020061691855,3.8640378551890118
2023-05-14,132,82,31,75.04042623234591,56,36844.53763878571,5126.075199757591,18,51.79645195982464,4.960737481884371
2023-05-15,117,79,27,92.10621234832547,54,36819.80283248513,10597.556836383825,17,80.44031693981569,3.135005093367644
2023-05-16,107,69,21,95.88391232629685,54,38104.629997893644,10273.996221226764,20,64.86896265609373,4.03740198876119
2023-05-17,121,80,14,76.50219400272327,51,40294.03811679086,12193.536223691586,9,65.6983274491792,3.3587293640244207
2023-05-18,125,97,28,72.87143666560485,55,44149.66999042309,13902.580530178022,8,80.17059893388091,4.941353090819488
2023-05-19,122,86,31,70.70915758139009,64,28094.62160384643,5794.065846430295,14,86.73705728581635,3.2266070094549284
2023-05-20,117,82,35,89.25914501329798,59,44751.48230540186,12314.964903403623,13,88.03714378010193,3.8072020047231825
2023-05-21,115,78,24,88.21282108266342,56,34947.670467903605,6874.119440975823,15,73.08490344153283,4.475769969669212
2023-05-22,94,79,32,86.4009223814221,54,22311.748374029936,13581.77053157164,8,64.28484637202011,4.409108856054891
2023-05-23,133,92,18,76.95841288347927,50,21756.527877319375,13190.63513861656,6,81.50196343435117,3.8454572737878645
2023-05-24,119,82,33,81.72717987716544,62,30027.149560881822,10407.937549855444,14,60.04005533049201,3.6930483359054365
2023-05-25,120,61,34,87.8342900555852,67,43546.909313344026,12102.427986233115,12,72.56296115334071,3.795224757105741
2023-05-26,108,89,27,84.90300576577508,62,41230.428042227475,8143.501131837484,14,64.34313846099492,3.5285525263172786
2023-05-27,117,75,31,99.63356560644662,67,43658.448940172195,9711.678989328146,13,76.26524294831505,3.4106658774135994
2023-05-28,124,81,29,74.093192576702,54,35518.07169324828,13216.368977104717,11,59.61595651574028,3.96607939511778
2023-05-29,116,76,30,90.85433662142782,62,33205.96993866472,9592.651971732139,13,57.66371782939303,3.5370675121352146
2023-05-30,120,86,21,82.12956304312877,53,24423.57580118852,8577.982653254418,10,86.72956346701748,3.5749233297945002
2023-05-31,125,72,26,82.84598844776845,66,29845.782608279347,9942.124472503,15,54.072147317981475,4.313512126949114
2023-06-01,100,69,37,91.52793296974528,52,33020.58098521626,13282.492524372183,16,70.23831630939726,4.937074663399784
2023-06-02,142,80,24,90.77308453973109,66,22658.012890388516,8352.080473708727,8,58.83411131852036,4.207274401118751
2023-06-03,116,95,33,99.73767981106565,60,26618.35858133634,6737.615931357438,12,51.5571985330267,3.153958934129933
2023-06-04,119,82,31,73.85182868362375,69,37946.75882191217,12120.140203307808,16,51.44075273165706,3.151167227708134
2023-06-05,142,69,25,73.12328948152499,53,42069.893427175695,13259.782127080818,10,57.00887088423309,4.902846441691132
2023-06-06,109,80,20,91.73016451386223,51,49950.42534178849,6006.374785235334,12,84.67081418024,3.5945815806146673
2023-06-07,103,63,26,87.35160751019228,69,47993.39994030673,7398.741127559448,12,61.29914975908107,3.184133972164951
2023-06-08,103,72,37,78.22481999679418,65,39276.95598605575,6419.719897609939,16,88.01836682301183,4.198089174300764
2023-06-09,100,71,34,72.3825810696696,67,32637.44159882216,8479.414115821666,18,73.26489171956774,4.247297556580532
2023-06-10,133,82,27,72.56974748789291,57,39085.32094124698,9503.509789054126,6,67.46456759075065,4.297009640237376
2023-06-11,131,88,37,96.82572623992354,52,43569.54854240696,12488.263369633065,17,73.20355338677818,3.5348040557150826
2023-06-12,105,81,29,75.75601974156228,58,23550.08572770162,11511.47584881674,19,70.66793540905071,3.03022136842895
2023-06-13,124,77,30,79.70114686346562,69,32297.146690888647,11209.28567478431,12,80.351050150293,4.930030738908943
2023-06-14,128,69,38,76.79969206680964,55,45194.06856906852,8523.749466096544,13,61.299842638914086,3.501786091382205
2023-06-15,113,77,26,80.64988917495812,59,31514.98855799132,13414.4755308476,13,64.1220156640121,4.352052576105095
2023-06-16,128,84,39,72.08271528238281,59,37156.1681368156,9712.871673981645,20,85.76377210133003,4.413259739757419
2023-06-17,116,86,32,85.5717937272481,62,37633.080825865945,14791.049380151546,14,87.85826052601621,4.220014834158971
2023-06-18,115,72,34,72.02837690776644,66,25534.28759400918,11341.421382957367,9,85.70232909945898,3.6258147884272964
2023-06-19,133,89,24,94.01069523467085,58,30867.06324956865,6262.647415645028,15,66.77791975829254,3.5421925075281315
2023-06-20,128,84,47,77.011362457313,66,30035.338662257964,11761.775620754339,17,81.21462012027527,4.195336565405406
2023-06-21,104,66,37,86.20035743813531,58,20785.901255961944,8251.04015431699,18,69.05342933204395,4.732191267223383
2023-06-22,120,86,26,96.40237262684374,58,20725.752916740657,11863.271966860975,12,69.9015940858441,4.893467457846791
2023-06-23,114,90,29,89.52632107141582,50,44950.91131027321,5696.411481624057,18,58.187204362291354,3.2118116088075155
2023-06-24,116,84,28,85.98873359654006,51,28192.124299184372,6748.814371759594,6,73.64521213034067,3.3096572251954397
2023-06-25,137,74,24,79.73001259346127,65,35542.362987164466,13557.372589057863,24,57.44543591013392,4.889472517566159
2023-06-26,114,72,46,79.99005739174594,50,28961.767207663193,7271.795570235148,14,63.262587962687746,4.473070456669586
2023-06-27,145,71,33,90.0846086559457,59,48220.377353460215,13370.411252429401,11,84.20120806479741,4.765987649659547
2023-06-28,124,78,35,99.82418083663502,67,27778.902765973213,7792.760884544105,13,58.283032368434206,3.4052652682706865
2023-06-29,113,89,25,89.85517569548136,57,32889.704382168056,11428.819100587076,18,52.84633140693731,4.1751717422188035
2023-06-30,126,73,24,86.73350252110075,60,46181.907514538056,11941.50573509831,11,52.76030370451265,4.402279188834948
2023-07-01,130,82,27,91.91951530717739,51,45258.00700375426,10126.54753145053,15,87.63138082012432,4.3602237708939455
2023-07-02,102,83,29,83.95616836851154,57,25583.04253538832,8053.106766967313,11,70.2768175184734,3.8163033817333964
2023-07-03,97,81,32,71.80427027802355,57,44079.299293871314,7126.443763710961,16,66.37648287268073,3.030789783382617
2023-07-04,118,87,24,86.86890447633729,66,33745.60660213678,5331.8935456242625,10,82.43514324031673,4.165852113608526
2023-07-05,115,92,33,98.7287585351614,64,34489.06616256066,8039.4640124072375,18,83.43303711642065,3.5062030783592175
2023-07-06,106,93,36,75.25908827072979,66,24004.39917247831,11531.627905312831,17,63.28764132462418,3.9005084922857804
2023-07-07,124,78,31,90.70014672461997,62,22418.04541271374,14383.048184484827,18,77.74472229895181,4.915162030167634
2023-07-08,102,74,25,76.0280106597717,68,41838.179209212954,13712.04482263052,21,80.84491263407546,3.798070635284869
2023-07-09,100,83,26,86.07483053419244,54,34893.83457065899,12660.647765353026,13,76.18602747463818,4.679603213328853
2023-07-10,127,69,30,72.90029348940159,61,33105.521078455386,12884.473432532986,9,56.06380299200397,3.3770812114985023
2023-07-11,116,70,16,83.51112808774556,50,41885.2468595719,11649.849034759953,12,85.03532334068228,4.344920996050058
2023-07-12,116,68,29,92.68489986685738,54,42965.38696973329,7602.86857566003,13,71.56378210944035,4.9540139088778865
2023-07-13,129,74,27,80.42714572716946,57,24767.24503008061,14071.950307058298,10,61.29889705480015,3.2037862017458734
2023-07-14,118,84,16,89.94735173461655,62,38306.75448432924,11707.32311905834,15,67.00912741750776,3.016639884454384
2023-07-15,104,72,32,93.86349882369188,57,24060.622468330566,10604.406309804399,15,51.502843615956294,3.8671655852652287
2023-07-16,97,69,29,97.81533458438358,60,42541.25258087137,6109.894692134811,25,55.1146720488967,3.1852509661027346
2023-07-17,105,92,30,77.0392624556636,50,39708.65468801418,9470.555438064253,17,80.62187002063443,4.4967686993524625
2023-07-18,128,83,23,81.97947747427925,62,48698.438632503734,9603.582712019263,18,50.00046539021464,4.829097327697118
2023-07-19,149,78,27,74.57248039991252,68,22068.740490692635,13645.6360952267,10,66.66263313929169,3.8680419454175174
